marca,modelo,cod_fipe,Combus,novo_g,med16g,med15g,med14g,med13g,med12g,med11g,med10g,med09g,med08g,med07g,med06g,med05g,med04g,med03g,med02g,med01g,med00g,med99g,med98g,med97g,med96g,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Mercedes-Benz,C-63 Touring AMG 6.2 V8 Aut.,021224-5,GGG,,,,,,346789,295607,214556,196406,169930,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CL-500 5.0/ 5.5,021046-3,GGG,,,,,,,322591,290131,274340,262876,229399,213082,158871,149829,144890,121840,91610,88348,71093,67586,65455,,,,,,,,,,,,,00005
Mercedes-Benz,CL-600 6.0/ 5.5,021078-1,GGG,,,,,,,418755,393329,378929,298902,282028,242110,233819,219806,178523,161469,137032,,91344,85890,,,,,,,,,,,,,,00005
Mercedes-Benz,CL-63 AMG 6.2 V8 32V 525cv,021206-7,GGG,,,,,,,401088,353735,276166,253280,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CL-65 AMG 6.0 V12 612cv Aut.,021225-3,GGG,,,,,,,539398,414905,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLA-200 CGI 1.6 TB 16V 156cv Aut.,021301-2,GGG,150082,,136427,122472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLA-200 Urban 1.6 TB 16V/Flex Aut.,021312-8,GGG,139957,126329,121858,116308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,CLA-200 Vision 1.6 TB 16V Flex Aut.,021316-0,GGG,156200,140970,131931,125860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLA-250 Sport 2.0 16V 211cv Aut.,021311-0,GGG,192000,171396,164852,150287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLA-45 AMG CGI 2.0 TB 360 cv Aut. ,021306-3,GGG,306966,273967,256624,238212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 160 Classic Semi-Aut.,021051-0,GGG,,,,,,,,,,,,,19402,16895,15020,13904,13312,12539,12043,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 160 Classic/ Spirit Mec.,021048-0,GGG,,,,,,,,,,,,,16168,15435,14919,12571,11889,11382,10895,,,,,,,,,,,,,,,00004
Mercedes-Benz,Classe A 160 Elegance Mec.,021049-8,GGG,,,,,,,,,,,,,,,,,13340,12388,11396,,,,,,,,,,,,,,,00004
Mercedes-Benz,Classe A 160 Elegance Semi-Aut.,021098-6,GGG,,,,,,,,,,,,,,,,15345,14452,12568,12110,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 AvantGarde 1.9 8V 125cv Aut,021161-3,GGG,,,,,,,,,,,,,,,,20769,17542,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 AvantGarde 1.9 8V 125cv Mec,021141-9,GGG,,,,,,,,,,,,,20670,18105,16665,16155,15646,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 Classic 1.9 Semi-Aut.,021113-3,GGG,,,,,,,,,,,,,,,,15847,13598,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 Classic/ Spirit 1.9 Mec.,021112-5,GGG,,,,,,,,,,,,,19614,17120,16613,13944,12924,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 Elegance 1.9 Aut.,021129-0,GGG,,,,,,,,,,,,,20361,17734,16720,15910,15056,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 Elegance 1.9 Mec.,021114-1,GGG,,,,,,,,,,,,,,,,14025,13007,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 190 Elegance 1.9 Semi-Aut.,021115-0,GGG,,,,,,,,,,,,,,,,15662,14292,13735,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 200 1.6 TB/Flex Aut.,021327-6,GGG,118500,,101855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 200 CGI 1.6 TB Style 156cv Aut.,021288-1,GGG,113900,,98115,87422,82522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 200 CGI 1.6 TB Urban 156cv Aut.,021289-0,GGG,126000,,103490,94921,91122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 200 Elegance 2.0 136cv Aut.,021182-6,GGG,,,,,,,,63503,54611,45573,,35167,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 250 CGI 2.0 TB Sport Aut.,021304-7,GGG,167975,,142439,130604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe A 45 AMG 2.0 Turbo 360cv Aut.,021300-4,GGG,257900,,227877,206364,194612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe B 170 1.7 116cv Aut.,021218-0,GGG,,,,,,,,,39195,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe B 180 1.7 116cv Aut.,021220-2,GGG,,,,,,,46798,43124,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe B 200 2.0 136cv Aut.,021194-0,GGG,,,,,,,,52120,42375,39015,37815,35623,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe B 200 2.0 Turbo 193cv Aut.,021197-4,GGG,,,,,,,72765,58796,49025,42497,40974,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe B 200 CGI 1.6 TB Sport 156cv Aut ,021278-4,GGG,128590,,109478,94523,85713,78520,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe B 200 CGI 1.6 TB/Flex Aut.,021277-6,GGG,127483,115186,107764,,81855,76695,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe R 500 5.0 V8 306cv Aut.,021195-8,GGG,,,,,,,,,,163407,137808,112757,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,Classe R 500 L 5.5 V8 388cv Aut.,021226-1,GGG,,,,,,,236654,216775,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Mercedes-Benz,Classic 6.0,021082-0,GGG,,,,,,,,,,,,,,,,,,,,,,,70958,57987,44636,,,,,,,,,00005
Mercedes-Benz,CLC 200 Kompressor 1.8 184cv Aut.,021219-9,GGG,,,,,,,64289,58971,53316,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-230 Cabriolet Kompressor,021099-4,GGG,,,,,,,,,,,,,,,,,64092,58825,50116,46024,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-230 Kompressor,021024-2,GGG,,,,,,,,,,,,,,,,51985,46457,44160,41821,40168,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-320 AvantGarde,021053-6,GGG,,,,,,,,,,,,,78113,68287,66025,51040,43845,42510,40891,38262,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-320 AvantGarde Cabriolet,021116-8,GGG,,,,,,,,,,,,,,,,,90254,77181,72834,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-320 Elegance,021025-0,GGG,,,,,,,,,,,,,92968,77528,69408,57036,51240,42890,40902,39674,37498,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-320 Elegance Cabriolet,021052-8,GGG,,,,,,,,,,,,,,,,,90928,76862,72713,62415,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-320 Sport,021026-9,GGG,,,,,,,,,,,,,,,,,,47902,45991,39872,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-320 Sport Cabriolet,021054-4,GGG,,,,,,,,,,,,,,,,,,85640,77440,71032,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-350 Avant./ Elegance 3.5 24V 272cv,021188-5,GGG,,,,,,,,,139378,124569,89294,68080,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-350 Avant./Eleg. Cabriolet 3.5 272cv,021190-7,GGG,,,,,,,,,131695,123280,118722,114080,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-430 Avantgard Cabriolet 4.3 V8 24v,021126-5,GGG,,,,,,,,,,,,,,,,,89605,82001,75542,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-430 AvantGarde 4.3,021118-4,GGG,,,,,,,,,,,,,,,,,72762,59924,52643,49294,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-430 Elegance,021027-7,GGG,,,,,,,,,,,,,,,,,61394,57764,54615,47475,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-430 Elegance Cabriolet 4.3 V8 24v,021127-3,GGG,,,,,,,,,,,,,,,,,80735,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-430 Sport 4.3,021028-5,GGG,,,,,,,,,,,,,,,,,,62971,60285,53153,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-500 Cabriolet V8 24V 306cv,021163-0,GGG,,,,,,,,,,,221837,159025,153427,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-500 Elegance/ Avant. 5.0 V8 24V Aut,021145-1,GGG,,,,,,,,,,164016,146551,138547,129310,87855,84710,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLK-55 AMG Cabriolet V8 24v 367cv,021156-7,GGG,,,,,,,,,,,,202027,189968,169140,148308,135792,119020,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,CLK-55 AMG V8 24V 367cv,021153-2,GGG,,,,,,,,,,,,171657,166011,158260,142847,129340,114956,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,CLS-350 CGI 3.5 306cv Aut.,021250-4,GGG,,,,237837,226955,193070,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLS-350 V6 24V 272cv,021189-3,GGG,,,,,,,,211226,157893,151024,107561,103945,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLS-400 3.5 V6 Bi-Turbo 333cv Aut.,021321-7,GGG,357625,320146,307687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,CLS-500 V8 24V,021175-3,GGG,,,,,,,,252247,229126,177071,123799,100461,92525,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLS-55 Kompressor AMG 5.5 V8 24V 476cv,021180-0,GGG,,,,,,,,,,,,175123,167967,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,CLS-63 AMG 5.5 V8 557cv Aut.,021245-8,GGG,663000,607782,564910,465835,378751,322564,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,CLS-63 AMG 6.2 V8 32V 514cv,021196-6,GGG,,,,,,,,315308,224715,217984,170569,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-190,021007-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,24374,21840,18772,17339,16467,15892,14567,13888,,00005
Mercedes-Benz,E-190 Classic,021107-9,GGG,,,,,,,,,,,,,,,,,,,,,,,,18038,14909,,,,,,,,,00005
Mercedes-Benz,E-200 Classic 2.0,021079-0,GGG,,,,,,,,,,,,,,,,,,,,,,,20644,19850,18241,,,,,,,,,00005
Mercedes-Benz,E-220 Classic/Touring 2.2,021064-1,GGG,,,,,,,,,,,,,,,,,,,,,,,24704,22159,20590,,,,,,,,,00005
Mercedes-Benz,E-230 Elegance,021008-0,GGG,,,,,,,,,,,,,,,,,,,,27161,26298,22691,,,,,,,,,,,,00005
Mercedes-Benz,E-240 Elegance,021029-3,GGG,,,,,,,,,,,,,,,,45815,39142,34686,32861,31553,,,,,,,,,,,,,,00005
Mercedes-Benz,E-250 Cabriolet 2.0 TB 211CV Aut.,021305-5,GGG,277225,247530,239177,232134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-250 CGI Avantgarde 1.8 16V 204cv Aut.,021243-1,GGG,,,,,152087,142716,123244,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-250 CGI Avantgarde 2.0 TB 211cv Aut.,021295-4,GGG,256750,215606,207788,186737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-250 CGI Coupe 1.8 16V 204cv Aut.,021244-0,GGG,,,,,169264,153647,145347,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-250 CGI VR4 2.0 TB Aut.,021323-3,GGG,332150,,287840,272440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-250 Coupe 2.0 TB 211cv Aut.,021298-9,GGG,265225,229313,215611,185800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-280 Classic 2.8,021065-0,GGG,,,,,,,,,,,,,,,,,,,,,,,21958,20180,18214,,,,,,,,,00005
Mercedes-Benz,E-280 Touring 2.8,021066-8,GGG,,,,,,,,,,,,,,,,,,,,,,,25168,22130,20530,,,,,,,,,00005
Mercedes-Benz,E-320,021009-9,GGG,,,,,,,,,,,,,,,,,,37988,36745,34155,32891,28741,23828,21870,18994,,,,,,,,,00005
Mercedes-Benz,E-320 3.2 Elegance,021030-7,GGG,,,,,,,,,,,,,71847,61760,55202,48727,39400,38115,36804,35337,33100,29949,27519,25183,23910,,,,,,,,,00005
Mercedes-Benz,E-320 Avantgarde,021031-5,GGG,,,,,,,,,,,,,72895,64554,55419,50621,40932,39228,37283,35942,34685,30018,,,,,,,,,,,,00005
Mercedes-Benz,E-320 C 3.2/ CA Classic 3.2,021094-3,GGG,,,,,,,,,,,,,,,,,,,,,,25853,19917,18342,17294,,,,,,,,,00005
Mercedes-Benz,E-320 Cabriolet,021093-5,GGG,,,,,,,,,,,,,,,,,,,,,,45963,43097,41724,,,,,,,,,,00005
Mercedes-Benz,E-320 Touring Avantgarde 24V V6 5p Aut.,021160-5,GGG,,,,,,,,,,,,,,70102,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-320 Touring Eleg./Classic,021033-1,GGG,,,,,,,,,,,,,,,,,46130,41715,38583,36277,33421,31380,29668,25525,23539,,,,,,,,,00005
Mercedes-Benz,E-350  Touring Avant/Eleg. 3.5 24V 272cv,021187-7,GGG,,,,,,,,,,,106477,94799,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-350 Avant./Avant. Execut. 3.5 V6 272cv,021221-0,GGG,,,,,,193745,164005,157469,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-350 Avantgarde/ Elegance 3.5 V6 272cv,021178-8,GGG,,,,,,,,,,,95078,91777,82273,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-350 Cabrio 3.5 V6 272cv 2p,021235-0,GGG,,,,,,243608,211976,199352,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-350 CGI Avantgarde Sport 3.5 306cv Aut,021275-0,GGG,,,,247762,238226,209119,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-350 CGI Cabriolet 3.5 306cv Aut,021294-6,GGG,328830,,283343,267461,248083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-350 CGI Executive 3.5 306cv Aut.,021256-3,GGG,,,,,,229057,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-350 CGI Guard VR4 3.5 306cv Aut.,021296-2,GGG,,,,,,300984,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-350 Coupe 3.5 V6 272cv 2p,021223-7,GGG,,,,,,213599,164589,157025,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-350 Sport 3.5 V6 272cv,021208-3,GGG,,,,,,,,156938,138139,113476,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-400 Avantgarde 3.5 V6 Bi-Turbo Aut.,021317-9,GGG,316750,292079,282950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-400 Cabriolet 3.5 V6 Bi-Turbo Aut. ,021329-2,GGG,330225,305034,291724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-420 Classic/Elegance/Avantgarde,021010-2,GGG,,,,,,,,,,,,,,,,,,,,37415,35699,34525,33458,29046,23408,,,,,,,,,00005
Mercedes-Benz,E-420 Touring Avantgarde,021059-5,GGG,,,,,,,,,,,,,,,,,,,,41316,39914,,,,,,,,,,,,,00005
Mercedes-Benz,E-430 Avantgarde,021035-8,GGG,,,,,,,,,,,,,,,,54198,49160,45525,38742,37366,34909,,,,,,,,,,,,,00005
Mercedes-Benz,E-430 Elegance,021034-0,GGG,,,,,,,,,,,,,,,,52693,43406,40963,36512,34054,32854,,,,,,,,,,,,,00005
Mercedes-Benz,E-430 Touring Avantgarde,021036-6,GGG,,,,,,,,,,,,,,,,,60755,56023,47552,45895,42960,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 Avangarde Executive 5.5 V8 388cv,021240-7,GGG,,,,,,,309319,231895,213178,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 Avant. (Blindada) 5.0 V8 4p Aut.,021216-4,GGG,,,,,,317010,288496,234898,197268,,,,,120038,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 CGI Guard VR4 4.7 V8 408cv 4p,021274-1,GGG,,,,,351566,318862,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 CGI Guard VR4 5.5 V8 4p,021257-1,GGG,,,,,,318121,293367,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 Coupe Sport 4.7 V8 408cv Aut 2p,021263-6,GGG,,,,,,249588,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-500 Coupe Sport 5.5 V8 388cv 2p,021238-5,GGG,,,,,,,261235,220685,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Mercedes-Benz,E-500 Elegance/ Avant. 5.0 V8 24V 4p Aut,021144-3,GGG,,,,,,,,,,,112552,107868,78410,76020,64054,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 Sport Avantgarde 5.0 V8 24V 4p Aut,021211-3,GGG,,,,,,,,231441,199278,165050,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-500 Tour. Avant./ Eleg. 24V V8 5p Aut.,021158-3,GGG,,,,,,,285711,,,164262,151705,131629,118051,113640,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-55 AMG,021037-4,GGG,,,,,,,,,,,,154269,129855,125365,115479,106718,77455,74017,65312,60528,,,,,,,,,,,,,,00005
Mercedes-Benz,E-55 Touring AMG 24V V8 5p Aut.,021159-1,GGG,,,,,,,,,,,,171514,143087,131749,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-63 AMG 5.5 V8 Bi-Turbo Aut.,021258-0,GGG,647140,579257,549735,471130,,379941,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-63 AMG 6.2 V8 32V,021198-2,GGG,,,,,,380260,278793,256300,248246,199463,134396,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-63 Touring AMG 5.5 V8 Bi-Turbo Aut.,021259-8,GGG,,,,,,425199,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,E-63 Touring AMG 6.2 V8 Aut.,021241-5,GGG,,,,,,407063,353578,292746,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,G-55 Kompressor AMG 5.5 V8 507cv Aut.,021229-6,GGG,,,,,,444696,417738,344968,304401,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,G-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut.,021293-8,GGG,836940,746572,710113,625263,595633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GL-350 Sport 3.0 V6 258cv 4x4 Diesel,021299-7,DDD,376255,336886,323000,298950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Mercedes-Benz,GL-500 4.7 Bi-Turbo V8 4x4 Aut.,021287-3,GGG,577586,,424031,369807,340302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Mercedes-Benz,GL-500 5.5 V8 32V 4x4 388cv Aut.,021199-0,GGG,,,,,370267,319492,242720,205730,176509,142549,126052,,,,,,,,,,,,,,,,,,,,,,,00007
Mercedes-Benz,GL-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut.,021292-0,GGG,719940,639728,607878,502086,437436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Mercedes-Benz,GLA 200 Adv. 1.6/1.6 TB 16V Flex  Aut.,021313-6,GGG,142275,126641,120510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 200 Enduro 1.6 TB 16V Flex Aut.,021338-1,GGG,160055,141800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 200 Style 1.6 TB 16V/Flex Aut.,021322-5,GGG,133166,118733,111679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 200 Vis. Black Ed. 1.6 TB 16V  Aut.,021315-2,GGG,156650,,136525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 200 Vision 1.6/1.6 TB 16V Flex Aut.,021314-4,GGG,152475,,135184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 250 Enduro 2.0 TB 16V 211cv Aut.,021339-0,GGG,183354,164856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 250 Sport 2.0 TB 16V 211cv Aut.,021325-0,GGG,193783,173169,167966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 250 Vision 2.0 TB 16V 211cv Aut.,021324-1,GGG,168725,,152839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLA 45 AMG 2.0 Turbo 4x4 360cv Aut.,021318-7,GGG,306633,267692,256400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLK 220 CDI 2.2 TB 4X4 170cv Aut. Diesel,021290-3,DDD,188725,,163762,158043,140711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLK 220 Sport CDI 2.2 TB 4X4 Aut. Diesel,021291-1,DDD,219625,,189489,175852,169452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLK 280 3.0 V6 24V 4x4 231cv Aut.,021217-2,GGG,,,,,,,,,85672,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLK 300 3.0 V6 24V 4x4 231cv Aut.,021228-8,GGG,,,,,153433,116471,108008,104233,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GLK 300 3.5 CGI V6 4x4 252cv Aut.,021284-9,GGG,,,,,164654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,GT S AMG 4.0 V8 Bi-Turbo 510cv,021332-2,GGG,892100,787452,742916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Mercedes-Benz,ML-230 4x4,021038-2,GGG,,,,,,,,,,,,,,,,,,,27610,24018,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-320 3.0 V6 224cv 4x4 diesel,021212-1,DDD,,,,,,,,,118985,114215,110658,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-320 4x4,021039-0,GGG,,,,,,,,,,,,,,,,38568,34686,30303,27815,26670,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-350 3.0 V6  4x4 Diesel,021227-0,DDD,288966,,264536,247834,,,157641,132145,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-350 3.5 234cv 4x4,021172-9,GGG,,,,,,,,182820,137072,120487,91674,84525,81836,76896,,,,,,,,,,,,,,,,,,,,00007
Mercedes-Benz,ML-350 Sport 3.0 V6 258cv 4X4 Diesel ,021297-0,DDD,329966,,299948,271542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-350 Sport CGI 3.5 V6 306cv 4x4 Aut.,021264-4,GGG,,,,,214835,193542,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-430,021056-0,GGG,,,,,,,,,,,,,,,,,41011,34493,28808,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-500 V8 24V ,021155-9,GGG,,,,,,,,211356,167015,130347,104620,92885,89741,82885,72328,67629,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-55 AMG 5.5 24v,021128-1,GGG,,,,,,,,,,,,,182116,123860,108149,92845,69510,53078,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-63 AMG 5.5 V8 Bi-Turbo Aut.,021276-8,GGG,649000,,572148,483020,425866,393444,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,ML-63 AMG 6.2 V8 32V 510cv,021201-6,GGG,,,,,,,234361,225104,177585,158476,147415,139262,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,S-320 L Classic/Wagon Classic 3.2,021013-7,GGG,,,,,,,,,,,,,,,,,62045,53343,46493,44920,43384,41898,37481,36043,33552,,,,,,,,,00005
Mercedes-Benz,S-400 Hybrid 3.5 V6 279cv Aut.,021231-8,GGG,,,,,,,342863,231239,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,S-420 Classic 4.0,021080-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,42633,36616,,,,,,,,,00005
Mercedes-Benz,S-500 5.0,021014-5,GGG,,,,,,,369760,340814,245717,225967,208507,167285,161803,125067,121064,97240,88821,78902,64641,56751,53935,51014,41167,39665,34209,,,,,,,,,00005
Mercedes-Benz,S-500 C Classic 5.0,021081-1,GGG,,,,,,,,,,,,,,,,,,,,,,,47072,45186,39898,,,,,,,,,00005
Mercedes-Benz,S-500 L/ L Classic/ Wagon Classic 5.0,021092-7,GGG,,,,,,,,,,,,,,,,,,,,,,,44507,42581,39338,,,,,,,,,00005
Mercedes-Benz,S-500L 4.7 Bi-Turbo V8 455cv Aut.,021302-0,GGG,709540,632852,597136,513986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,S-500L 5.0,021057-9,GGG,,,,,,,437997,359243,300907,268102,245258,203694,188664,152164,140301,122844,93170,83361,67632,64995,54228,,,,,,,,,,,,,00005
Mercedes-Benz,S-55 AMG V8 24V 364cv/ 500cv,021173-7,GGG,,,,,,,,,,,,,208866,179440,151476,140077,131630,,,,,,,,,,,,,,,,,00005
Mercedes-Benz,S-600 L/ L Classic/ Wagon Classic 6.0,021083-8,GGG,,,,,,482817,448932,418291,373189,312224,301171,286566,226364,214036,202576,189477,151033,128384,108705,97075,85338,,61040,52607,47423,43203,,,,,,,,00005
Mercedes-Benz,S-600/ S-600 C Classic 6.0,021015-3,GGG,,,,,,,,,,,,,,,,,122351,118105,106536,87785,71459,69025,,,,,,,,,,,,00005
Mercedes-Benz,S-63 AMG 5.5 V8 BI-TURBO Aut.,021252-0,GGG,,,,,536893,520901,431961,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
